iteration,episode,policy,value,entropy
771,-1.1676080347818083,-0.0020337458878445513,0.007351109059527516,-1.8160201907157898
772,-0.6434130605705324,-0.0024770880475020185,0.06319999508559704,-1.5927248001098633
773,-0.7779737319225823,-0.0006399345521641564,0.009480457520112395,-1.5573879182338715
774,-0.8506441335274074,-0.0032337435827747285,0.028406089171767235,-1.8194286525249481
775,-0.882412851987809,0.00016403993737190703,0.05262286588549614,-1.6739124953746796
776,-0.8287615729013553,-0.001255013370537128,0.05221326928585768,-1.6080927848815918
777,-0.8733364536045727,-0.00118497854486721,0.009612202644348145,-1.7663652002811432
778,-0.9618650191033337,-0.0030340275482743095,0.0066204097820445895,-1.9453052580356598
779,-0.9872295857271686,-0.0013952295035899454,0.008554153144359589,-1.6737173199653625
780,-0.9701046388692556,-0.0007126625489521921,0.00906331092119217,-1.6833771467208862
781,-1.0231615677921306,0.0001566775676473675,0.006617965525947511,-1.9942324757575989
782,-1.0323738699835134,-0.0007170589927893989,0.008106701076030731,-1.8584298193454742
783,-1.0255169162670787,-7.991115331007492e-05,0.008366108871996403,-1.8453603684902191
784,-1.0271026836594932,-0.00044574183169343584,0.006925402325578034,-1.9308157563209534
785,-1.0635636704288762,-0.0005777406817650821,0.007091958541423082,-1.991424322128296
786,-1.057121555835403,-0.0029461615063093305,0.04553055111318827,-1.8530264496803284
787,-1.0422990371380398,-0.0003083395915868259,0.008818403584882617,-1.8057326674461365
788,-1.0461085973472155,-0.00034217994437013566,0.007127047749236226,-1.9731076061725616
789,-1.0620908840639898,-0.00044951439485885203,0.006699444260448217,-1.9858503341674805
790,-1.0521980623112541,-0.0003072198302349616,0.010463181883096695,-1.776609480381012
791,-1.0776003635512286,-0.0004458443545445334,0.006667244480922818,-1.982490599155426
792,-1.05222724724436,-0.0009321558999362267,0.019352673087269068,-1.8072676062583923
793,-1.05666948158986,-0.001520893629446296,0.007951197447255254,-1.9426689147949219
794,-1.0591894466452152,-9.174069287842812e-05,0.007787780719809234,-1.881524235010147
795,-1.0409270120281504,-0.0010200572333998181,0.008279838599264622,-1.7761166095733643
796,-1.027142784793484,-0.000653437793856293,0.0085111022926867,-1.8541966080665588
797,-1.0126248602937036,-0.001507503202107463,0.008458905853331089,-1.8540622293949127
798,-1.0228967179482762,-0.00032687108182782865,0.0068963763769716024,-1.9325715005397797
799,-0.9966590104275797,-0.0014820365402070657,0.05984858702868223,-1.4961192607879639
800,-1.014432667613961,-0.004589754065188245,0.02651249896734953,-1.978870928287506
801,-1.024646261145754,0.002636841658192335,0.018490248825401068,-2.0027291774749756
802,-1.0327092740706398,-0.0006186811201041031,0.0069608730264008045,-1.8902434706687927
803,-1.0439635191632601,-0.0007896598174315095,0.0074052230920642614,-1.855124980211258
804,-1.0172308215179047,-0.004467555711356264,0.06087291333824396,-1.0206307172775269
805,-1.0082770412968647,-0.002167094680480375,0.05609858687967062,-1.4995379149913788
806,-0.9875160839932422,-0.0015095733255536814,0.016575661953538656,-1.4540894031524658
807,-0.9868266606825926,-0.003671121241835218,0.055497013963758945,-1.4647689759731293
808,-0.9662018794645053,-0.0011174887637990238,0.05826925300061703,-1.144895613193512
809,-0.9460128523670189,-0.0025414610460090525,0.05793848633766174,-1.1950986683368683
810,-0.9336937331283162,-0.000119132001842992,0.01487075723707676,-1.3429319560527802
